,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,pred_value
29,1490,20,4,84.0,10440,1,1,1,1,1,2,1,9,2,1,1,1,6,5,2005,2005,1,1,1,1,1,0.0,2,1,2,3,1,1,3,1414.0,2,0.0,54.0,1468.0,1,3,1,1,1468,0,0,1468,1.0,0.0,2,0,2,1,2,6,1,1,3,1,2005.0,2,2.0,528.0,1,1,1,0,102,0,0,216,0,1,2,1,0,5,2010,1,1,231537
30,1491,60,2,70.0,11920,1,1,1,1,1,1,1,10,2,1,1,2,7,5,2004,2004,1,1,1,1,2,122.0,2,1,2,2,1,4,4,0.0,2,0.0,831.0,831.0,1,3,1,1,831,828,0,1659,0.0,0.0,2,1,3,1,2,8,1,0,1,1,2004.0,3,2.0,484.0,1,1,1,144,68,0,0,0,0,1,2,1,0,4,2010,1,1,215784
31,1492,30,1,70.0,9800,1,1,1,1,1,2,1,10,1,1,1,1,5,5,1920,1950,1,1,2,2,1,0.0,1,3,3,1,1,1,4,0.0,2,0.0,816.0,816.0,1,1,2,2,1012,0,0,1012,0.0,0.0,1,0,2,1,1,5,1,0,1,2,1920.0,1,1.0,429.0,1,1,1,121,0,80,0,0,0,1,2,1,0,4,2010,1,1,73440
32,1493,20,2,39.0,15410,1,1,2,1,1,4,1,11,4,1,1,1,6,6,1974,2002,2,1,4,4,4,250.0,1,2,1,1,1,2,5,126.0,5,859.0,223.0,1208.0,1,3,1,1,1494,0,0,1494,1.0,0.0,2,0,3,1,1,7,1,2,5,1,1974.0,2,2.0,461.0,1,1,1,296,0,186,0,0,0,1,3,1,0,4,2010,1,3,219473
33,1494,60,2,85.0,13143,1,1,2,1,1,1,1,8,2,1,1,2,8,5,1993,1993,1,1,3,8,2,504.0,2,1,2,2,1,1,6,250.0,5,981.0,0.0,1231.0,1,3,1,1,1251,1098,0,2349,1.0,0.0,2,1,4,1,2,9,1,1,2,1,1993.0,3,3.0,762.0,1,1,1,32,130,0,0,0,0,1,2,1,0,6,2010,1,1,296002
34,1495,60,2,88.0,11134,1,1,1,1,1,1,1,8,2,1,1,2,8,5,1992,1993,1,1,3,3,2,180.0,2,1,2,2,1,1,3,1129.0,2,0.0,261.0,1390.0,1,3,1,1,1402,823,0,2225,1.0,0.0,2,1,4,1,2,7,1,1,2,1,1992.0,3,3.0,713.0,1,1,1,198,30,0,0,0,0,1,2,1,0,6,2010,1,1,273693
35,1496,120,4,25.0,4835,1,1,2,1,1,4,1,9,2,1,2,1,7,5,2004,2005,1,1,5,5,1,0.0,2,1,2,3,1,4,3,1298.0,2,0.0,190.0,1488.0,1,3,1,1,1488,0,0,1488,1.0,0.0,2,0,2,1,2,6,1,1,3,1,2004.0,2,2.0,506.0,1,1,1,168,50,0,0,0,0,1,2,1,0,3,2010,1,1,240848
36,1497,160,4,39.0,3515,1,2,1,1,1,1,1,9,2,1,2,2,7,5,2004,2004,1,1,1,1,1,0.0,2,1,2,2,1,1,4,0.0,2,0.0,840.0,840.0,1,3,1,1,840,840,0,1680,0.0,0.0,2,1,2,1,2,3,1,0,1,1,2004.0,3,2.0,588.0,1,1,1,0,111,0,0,0,0,1,2,1,0,1,2010,1,1,172634
37,1498,160,4,30.0,3215,1,2,1,1,1,1,1,9,2,1,2,2,7,5,2004,2004,1,1,5,5,2,120.0,2,1,2,2,1,4,3,280.0,2,0.0,320.0,600.0,1,3,1,1,600,600,0,1200,0.0,0.0,2,1,2,1,2,4,1,0,1,2,2004.0,3,2.0,480.0,1,1,1,0,172,0,0,0,0,1,2,1,0,4,2010,4,1,177310
38,1499,160,4,24.0,2544,1,2,1,1,1,1,1,9,2,1,3,2,7,5,2004,2005,1,1,5,5,1,0.0,2,1,2,2,1,1,3,368.0,6,42.0,190.0,600.0,1,3,1,1,600,600,0,1200,1.0,0.0,2,1,2,1,2,4,1,0,1,2,2004.0,3,2.0,480.0,1,1,1,0,172,0,0,0,0,1,2,1,0,2,2010,1,1,158094
39,1500,160,4,24.0,2544,1,2,1,1,1,1,1,9,2,1,3,2,6,5,2005,2005,1,1,1,1,2,216.0,2,1,2,2,1,1,3,376.0,2,0.0,224.0,600.0,1,3,1,1,600,636,0,1236,1.0,0.0,2,1,2,1,2,4,1,0,1,2,2005.0,3,2.0,480.0,1,1,1,0,166,0,0,0,0,1,2,1,0,5,2010,1,1,160669
40,1501,160,4,-1.0,2980,1,1,1,1,1,2,1,9,2,1,2,2,6,5,2000,2000,1,1,5,5,2,1159.0,2,1,2,2,1,1,3,466.0,2,0.0,290.0,756.0,1,3,1,1,756,756,0,1512,1.0,0.0,2,1,2,1,2,5,1,0,1,2,2000.0,1,2.0,440.0,1,1,1,0,32,0,0,0,0,1,2,1,0,5,2010,1,1,209453
41,1502,160,4,-1.0,2403,1,1,2,1,1,3,1,9,2,1,2,2,7,5,2003,2003,1,1,1,1,1,0.0,2,1,2,2,1,1,3,244.0,2,0.0,286.0,530.0,1,3,1,1,530,550,0,1080,0.0,0.0,2,1,2,1,2,4,1,0,1,1,2003.0,3,2.0,496.0,1,1,1,0,50,0,0,0,0,1,2,1,0,6,2010,1,1,154378
42,1503,20,4,57.0,12853,1,2,2,1,1,1,1,9,2,1,1,1,8,5,2010,2010,1,1,6,7,1,0.0,2,1,2,3,2,1,3,1032.0,2,0.0,610.0,1642.0,1,3,1,1,1418,0,0,1418,1.0,0.0,1,1,1,1,2,6,1,1,3,1,2010.0,3,3.0,852.0,1,1,1,160,192,0,224,0,0,1,2,1,0,4,2010,3,2,274230
43,1504,60,4,68.0,7379,1,1,2,1,1,1,1,9,2,1,1,2,8,5,2000,2000,1,1,1,1,1,0.0,2,1,2,2,1,1,3,484.0,2,0.0,491.0,975.0,1,3,1,1,975,873,0,1848,1.0,0.0,2,1,3,1,2,7,1,1,2,1,2000.0,3,2.0,592.0,1,1,1,280,184,0,0,0,0,1,2,1,0,4,2010,1,1,245699
44,1505,20,4,80.0,8000,1,1,1,1,1,1,1,9,2,1,1,1,7,5,2002,2002,1,1,1,1,1,0.0,2,1,2,2,1,1,3,833.0,2,0.0,659.0,1492.0,1,3,1,1,1492,0,0,1492,1.0,0.0,2,0,3,1,2,6,1,1,3,1,2002.0,3,2.0,596.0,1,1,1,277,137,0,0,0,0,1,2,1,0,4,2010,1,1,223558
45,1506,20,2,-1.0,10456,1,1,2,1,1,1,1,12,2,1,1,1,6,6,1967,1967,2,1,3,3,2,120.0,1,1,1,1,1,1,3,506.0,2,0.0,1323.0,1829.0,1,2,1,1,1829,0,0,1829,1.0,0.0,2,0,4,1,1,8,1,0,1,1,1967.0,3,2.0,535.0,1,1,1,0,76,0,0,0,0,1,2,1,0,5,2010,1,1,200541
46,1507,60,2,80.0,10791,1,1,1,1,1,1,1,12,2,1,1,2,6,5,1993,1993,1,1,5,5,1,0.0,1,1,2,2,1,3,3,1137.0,2,0.0,143.0,1280.0,1,3,1,1,1280,1215,0,2495,1.0,0.0,2,1,4,1,2,9,1,1,2,1,1993.0,1,2.0,660.0,1,1,1,224,32,0,0,0,0,1,2,1,0,3,2010,1,1,242647
47,1508,50,2,-1.0,18837,1,1,2,1,1,1,1,12,2,1,1,4,6,5,1978,1978,1,1,5,5,1,0.0,1,1,2,2,1,3,2,687.0,1,46.0,491.0,1224.0,1,1,1,1,1287,604,0,1891,0.0,1.0,3,0,3,1,1,7,1,1,2,1,1978.0,3,2.0,678.0,1,1,1,0,69,0,0,0,0,1,2,1,0,4,2010,1,1,205710
48,1509,60,2,80.0,9600,1,1,1,1,1,1,1,12,2,1,1,2,6,6,1971,1971,1,1,5,5,1,0.0,1,1,1,1,1,1,2,329.0,2,0.0,386.0,715.0,1,1,1,1,930,715,0,1645,0.0,0.0,1,2,4,1,1,7,1,0,1,1,1971.0,3,2.0,441.0,1,1,1,0,78,0,0,0,0,1,4,1,0,6,2010,1,1,136998
49,1510,20,2,80.0,9600,1,1,1,1,1,1,1,1,2,1,1,1,5,5,1966,1966,2,1,1,1,2,172.0,1,1,1,1,1,1,1,698.0,2,0.0,534.0,1232.0,1,1,1,1,1232,0,0,1232,1.0,0.0,1,1,3,1,1,6,1,0,1,1,1966.0,3,2.0,490.0,1,1,1,0,224,0,0,0,0,1,2,1,0,4,2010,1,1,145912
50,1511,20,2,90.0,9900,1,1,1,1,1,2,1,1,2,1,1,1,5,5,1966,1966,2,1,3,3,1,0.0,1,1,2,2,1,1,5,1059.0,2,0.0,150.0,1209.0,1,2,1,1,1209,0,0,1209,1.0,0.0,1,0,3,1,1,6,1,0,1,1,1966.0,3,2.0,504.0,1,1,1,0,0,120,0,0,0,1,2,1,0,4,2010,4,1,137733
51,1512,20,2,88.0,9680,1,1,1,1,1,1,1,1,2,1,1,1,5,6,1967,1967,1,1,2,4,2,268.0,1,1,1,1,1,1,5,1010.0,2,0.0,500.0,1510.0,1,3,1,1,1510,0,0,1510,1.0,0.0,2,0,3,1,2,6,1,0,1,1,1967.0,3,2.0,517.0,1,1,1,0,40,0,0,204,0,1,3,1,0,4,2010,1,1,180136
52,1513,80,2,-1.0,10600,1,2,2,1,1,1,1,1,2,1,1,3,6,5,1964,1964,1,1,3,3,1,0.0,1,1,1,1,1,1,4,0.0,2,0.0,533.0,533.0,1,1,1,1,1131,644,0,1775,0.0,0.0,2,0,3,1,1,8,1,0,1,1,1964.0,1,2.0,480.0,1,1,1,0,172,0,0,0,0,1,2,1,0,5,2010,2,4,154177
53,1514,90,2,98.0,13260,1,1,2,1,1,1,1,1,2,1,4,1,5,6,1962,2001,2,1,3,3,2,144.0,1,1,1,1,1,1,5,1500.0,2,0.0,228.0,1728.0,1,1,1,1,1728,0,0,1728,2.0,0.0,2,0,6,2,1,10,1,0,1,4,-1.0,4,0.0,0.0,2,2,1,0,0,0,0,0,0,1,2,1,0,1,2010,5,3,145434
54,1515,50,2,68.0,9724,1,1,1,1,1,1,1,1,2,1,1,4,5,7,1952,2002,1,1,5,5,2,265.0,2,1,1,1,1,1,6,670.0,2,0.0,470.0,1140.0,1,2,1,1,1929,532,0,2461,0.0,0.0,2,0,3,1,1,7,2,2,3,2,1994.0,1,2.0,400.0,1,1,1,0,0,0,0,0,0,1,4,1,0,3,2010,1,1,203148
55,1516,50,2,120.0,17360,1,1,1,1,1,2,1,1,5,1,1,4,6,6,1949,1950,1,1,5,5,3,340.0,1,2,1,1,1,1,1,300.0,2,0.0,482.0,782.0,1,1,1,1,1019,537,0,1556,0.0,0.0,2,0,3,1,1,6,1,1,3,1,1949.0,1,2.0,470.0,1,1,1,0,0,150,0,0,0,1,2,1,0,1,2010,1,1,159868
56,1517,85,2,75.0,11380,1,1,2,1,1,1,1,1,2,1,1,5,6,8,1966,2008,1,1,3,3,2,216.0,1,1,1,1,1,2,3,944.0,2,0.0,136.0,1080.0,1,2,1,1,1128,0,0,1128,1.0,0.0,1,0,2,1,2,5,1,1,3,1,1966.0,1,1.0,315.0,1,1,1,238,0,0,0,0,0,1,2,3,1500,1,2010,1,1,183462
57,1518,90,2,70.0,8267,1,1,1,1,1,2,1,1,1,1,4,1,5,5,1958,1958,1,1,3,3,1,0.0,1,1,1,1,1,1,4,0.0,2,0.0,1604.0,1604.0,1,1,1,1,1604,0,0,1604,0.0,0.0,2,0,4,2,1,8,1,0,1,1,1958.0,1,2.0,576.0,1,1,1,42,0,0,0,0,0,1,2,1,0,3,2010,1,1,103259
58,1519,20,2,70.0,8197,1,1,1,1,1,1,1,1,2,1,1,1,7,5,2003,2009,1,1,1,1,2,506.0,2,1,2,2,1,1,3,1188.0,2,0.0,292.0,1480.0,1,3,1,1,1480,0,0,1480,1.0,0.0,2,0,3,1,2,7,1,0,1,1,2003.0,3,2.0,620.0,1,1,1,252,73,0,0,0,0,1,1,3,300,2,2010,1,1,243266
59,1520,20,2,-1.0,8050,1,1,2,1,1,1,1,1,2,1,1,1,5,5,1959,1959,2,1,5,5,2,150.0,1,1,1,1,1,1,5,856.0,3,162.0,125.0,1143.0,1,1,1,1,1143,0,0,1143,1.0,0.0,1,0,3,1,1,6,1,0,1,1,1959.0,3,1.0,308.0,1,1,1,0,0,0,0,0,0,1,3,1,0,5,2010,1,1,119627
60,1521,20,2,87.0,10725,1,1,2,1,1,1,1,1,2,1,1,1,5,5,1959,1959,2,1,5,5,2,91.0,1,1,1,1,1,1,1,936.0,2,0.0,270.0,1206.0,1,4,1,1,1206,0,0,1206,0.0,0.0,1,0,3,1,1,6,1,0,1,1,1959.0,3,1.0,312.0,1,1,1,0,21,0,0,0,0,1,2,1,0,5,2010,1,1,112410
61,1522,20,2,80.0,10032,1,1,1,1,1,1,1,1,2,1,1,1,6,5,1959,1959,1,1,2,2,3,432.0,1,1,1,1,1,1,1,734.0,2,0.0,510.0,1244.0,1,3,1,1,1580,0,0,1580,1.0,0.0,1,1,3,1,1,6,1,2,3,1,1956.0,1,2.0,440.0,1,1,1,0,28,0,0,160,0,1,4,1,0,6,2010,1,1,182293
62,1523,50,2,60.0,8382,1,1,1,1,1,1,1,1,2,1,1,4,4,5,1956,1956,1,1,5,5,1,0.0,1,1,1,1,1,1,4,0.0,2,0.0,832.0,832.0,1,1,1,2,832,505,0,1337,0.0,0.0,1,0,3,1,1,5,1,0,1,1,1956.0,1,1.0,263.0,1,1,1,0,0,0,0,0,0,1,2,1,0,2,2010,1,1,71205
63,1524,20,2,60.0,10950,1,1,1,1,1,1,1,1,2,1,1,1,5,7,1952,1952,1,1,7,9,1,0.0,1,1,1,1,1,1,5,339.0,2,0.0,525.0,864.0,1,1,1,1,1064,0,0,1064,0.0,1.0,1,0,2,1,4,4,1,0,1,2,1952.0,1,1.0,318.0,1,1,1,0,0,0,0,0,0,1,2,1,0,5,2010,1,1,111209
64,1525,20,2,119.0,10895,1,1,1,1,1,2,1,1,2,1,1,1,5,6,1955,1955,1,1,5,5,1,0.0,1,2,1,1,1,1,1,648.0,2,0.0,324.0,972.0,1,1,1,1,972,0,0,972,0.0,0.0,1,0,3,1,1,5,1,0,1,1,1955.0,1,1.0,305.0,1,1,1,0,0,205,0,0,0,1,4,1,0,6,2010,1,1,77194
